Version	Code	Description	Four_Digit_Code	Four_Digit_Description	Two_Digit_Code	Two_Digit_Description	Definition
2.0.0	091521	Linguistics	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/Linguistics
2.0.0	091523	Literature	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/Literature
2.0.0	091599	Language and Literature not elsewhere classified	0915	Language and Literature	09	Society and Culture	Society and Culture/Language and Literature/Language and Literature not elsewhere classified
2.0.0	091700	Philosophy and Religious Studies not further defined	0917	Philosophy and Religious Studies	09	Society and Culture	Society and Culture/Philosophy and Religious Studies/Philosophy and Religious Studies not further defined
2.0.0	091701	Philosophy	0917	Philosophy and Religious Studies	09	Society and Culture	Society and Culture/Philosophy and Religious Studies/Philosophy
2.0.0	091703	Religious Studies	0917	Philosophy and Religious Studies	09	Society and Culture	Society and Culture/Philosophy and Religious Studies/Religious Studies
2.0.0	091900	Economics and Econometrics not further defined	0919	Economics and Econometrics	09	Society and Culture	Society and Culture/Economics and Econometrics/Economics and Econometrics not further defined
2.0.0	091901	Economics	0919	Economics and Econometrics	09	Society and Culture	Society and Culture/Economics and Econometrics/Economics
2.0.0	091903	Econometrics	0919	Economics and Econometrics	09	Society and Culture	Society and Culture/Economics and Econometrics/Econometrics
2.0.0	092100	Sport and Recreation not further defined	0921	Sport and Recreation	09	Society and Culture	Society and Culture/Sport and Recreation/Sport and Recreation not further defined
2.0.0	092101	Sport and Recreation Activities	0921	Sport and Recreation	09	Society and Culture	Society and Culture/Sport and Recreation/Sport and Recreation Activities
2.0.0	092103	Sports Coaching, Playing, Officiating and Instructing	0921	Sport and Recreation	09	Society and Culture	Society and Culture/Sport and Recreation/Sports Coaching, Playing, Officiating and Instructing
2.0.0	092199	Sport and Recreation not elsewhere classified	0921	Sport and Recreation	09	Society and Culture	Society and Culture/Sport and Recreation/Sport and Recreation not elsewhere classified
2.0.0	099900	Other Society and Culture not further defined	0999	Other Society and Culture	09	Society and Culture	Society and Culture/Other Society and Culture/Other Society and Culture not further defined
2.0.0	099901	Community, Whanau, Family and Consumer Studies	0999	Other Society and Culture	09	Society and Culture	Society and Culture/Other Society and Culture/Community, Whanau, Family and Consumer Studies
2.0.0	099902	Cultural Studies	0999	Other Society and Culture	09	Society and Culture	Society and Culture/Other Society and Culture/Cultural Studies
2.0.0	099903	Criminology	0999	Other Society and Culture	09	Society and Culture	Society and Culture/Other Society and Culture/Criminology
2.0.0	099905	Security Services	0999	Other Society and Culture	09	Society and Culture	Society and Culture/Other Society and Culture/Security Services
2.0.0	099999	Society and Culture not elsewhere classified	0999	Other Society and Culture	09	Society and Culture	Society and Culture/Other Society and Culture/Society and Culture not elsewhere classified
2.0.0	100000	Creative Arts not further defined	1000	Creative Arts not further defined	10	Creative Arts	Creative Arts/Creative Arts not further defined/Creative Arts not further defined
2.0.0	100100	Performing Arts not further defined	1001	Performing Arts	10	Creative Arts	Creative Arts/Performing Arts/Performing Arts not further defined
2.0.0	100101	Music	1001	Performing Arts	10	Creative Arts	Creative Arts/Performing Arts/Music
2.0.0	100103	Drama and Theatre Studies	1001	Performing Arts	10	Creative Arts	Creative Arts/Performing Arts/Drama and Theatre Studies
2.0.0	100105	Dance	1001	Performing Arts	10	Creative Arts	Creative Arts/Performing Arts/Dance
2.0.0	100106	Ngā Mahi a Rēhia (Māori Performing Arts)	1001	Performing Arts	10	Creative Arts	Creative Arts/Performing Arts/Ngā Mahi a Rēhia (Māori Performing Arts)
2.0.0	100199	Performing Arts not elsewhere classified	1001	Performing Arts	10	Creative Arts	Creative Arts/Performing Arts/Performing Arts not elsewhere classified
2.0.0	100300	Visual Arts and Crafts not further defined	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Visual Arts and Crafts not further defined
2.0.0	100301	Fine Arts	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Fine Arts
2.0.0	100303	Photography	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Photography
2.0.0	100305	Crafts	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Crafts
2.0.0	100306	Mana Whakairo (Māori Carving)	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Mana Whakairo (Māori Carving)
2.0.0	100307	Jewellery Making	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Jewellery Making
2.0.0	100309	Floristry	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Floristry
2.0.0	100399	Visual Arts and Crafts not elsewhere classified	1003	Visual Arts and Crafts	10	Creative Arts	Creative Arts/Visual Arts and Crafts/Visual Arts and Crafts not elsewhere classified
2.0.0	100500	Graphic and Design Studies not further defined	1005	Graphic and Design Studies	10	Creative Arts	Creative Arts/Graphic and Design Studies/Graphic and Design Studies not further defined
2.0.0	100501	Graphic Arts and Design Studies	1005	Graphic and Design Studies	10	Creative Arts	Creative Arts/Graphic and Design Studies/Graphic Arts and Design Studies
2.0.0	100503	Textile Design	1005	Graphic and Design Studies	10	Creative Arts	Creative Arts/Graphic and Design Studies/Textile Design
2.0.0	100505	Fashion Design	1005	Graphic and Design Studies	10	Creative Arts	Creative Arts/Graphic and Design Studies/Fashion Design
2.0.0	100506	Ngā Mahi a te Whare Pora (Māori Weaving)	1005	Graphic and Design Studies	10	Creative Arts	Creative Arts/Graphic and Design Studies/Ngā Mahi a te Whare Pora (Māori Weaving)
2.0.0	100599	Graphic and Design Studies not elsewhere classified	1005	Graphic and Design Studies	10	Creative Arts	Creative Arts/Graphic and Design Studies/Graphic and Design Studies not elsewhere classified
2.0.0	100700	Communication and Media Studies not further defined	1007	Communication and Media Studies	10	Creative Arts	Creative Arts/Communication and Media Studies/Communication and Media Studies not further defined
2.0.0	100701	Audio Visual Studies	1007	Communication and Media Studies	10	Creative Arts	Creative Arts/Communication and Media Studies/Audio Visual Studies
2.0.0	100703	Journalism, Communication and Media Studies	1007	Communication and Media Studies	10	Creative Arts	Creative Arts/Communication and Media Studies/Journalism, Communication and Media Studies
2.0.0	100705	Written Communication	1007	Communication and Media Studies	10	Creative Arts	Creative Arts/Communication and Media Studies/Written Communication
2.0.0	100707	Verbal Communication	1007	Communication and Media Studies	10	Creative Arts	Creative Arts/Communication and Media Studies/Verbal Communication
2.0.0	100709	Multimedia studies	1007	Communication and Media Studies	10	Creative Arts	Creative Arts/Communication and Media Studies/Multimedia studies
2.0.0	100799	Communication and Media Studies not elsewhere classified	1007	Communication and Media Studies	10	Creative Arts	Creative Arts/Communication and Media Studies/Communication and Media Studies not elsewhere classified
2.0.0	109900	Other Creative Arts not further defined	1099	Other Creative Arts	10	Creative Arts	Creative Arts/Other Creative Arts/Other Creative Arts not further defined
2.0.0	109999	Creative Arts not elsewhere classified	1099	Other Creative Arts	10	Creative Arts	Creative Arts/Other Creative Arts/Creative Arts not elsewhere classified
2.0.0	110000	Food, Hospitality and Personal Services not further defined	1100	Food, Hospitality and Personal Services not further defined	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food, Hospitality and Personal Services not further defined/Food, Hospitality and Personal Services not further defined
2.0.0	110100	Food and Hospitality not further defined	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Food and Hospitality not further defined
2.0.0	110101	Hospitality	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Hospitality
2.0.0	110103	Food and Beverage Service	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Food and Beverage Service
2.0.0	110105	Butchery	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Butchery
2.0.0	110107	Baking and Pastry Making	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Baking and Pastry Making
2.0.0	110109	Cookery	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Cookery
2.0.0	110111	Food Hygiene	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Food Hygiene
2.0.0	110199	Food and Hospitality not elsewhere classified	1101	Food and Hospitality	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Food and Hospitality/Food and Hospitality not elsewhere classified
2.0.0	110300	Personal Services not further defined	1103	Personal Services	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Personal Services/Personal Services not further defined
2.0.0	110301	Beauty Therapy	1103	Personal Services	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Personal Services/Beauty Therapy
2.0.0	110303	Hairdressing	1103	Personal Services	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Personal Services/Hairdressing
2.0.0	110399	Personal Services not elsewhere classified	1103	Personal Services	11	Food, Hospitality and Personal Services	Food, Hospitality and Personal Services/Personal Services/Personal Services not elsewhere classified
2.0.0	120000	Mixed Field Programmes not further defined	1200	Mixed Field Programmes not further defined	12	Mixed Field Programmes	Mixed Field Programmes/Mixed Field Programmes not further defined/Mixed Field Programmes not further defined
2.0.0	120100	General Education Programmes not further defined	1201	General Education Programmes	12	Mixed Field Programmes	Mixed Field Programmes/General Education Programmes/General Education Programmes not further defined
2.0.0	120101	General Primary and Secondary Education	1201	General Education Programmes	12	Mixed Field Programmes	Mixed Field Programmes/General Education Programmes/General Primary and Secondary Education
2.0.0	120103	Literacy and Numeracy Programmes	1201	General Education Programmes	12	Mixed Field Programmes	Mixed Field Programmes/General Education Programmes/Literacy and Numeracy Programmes
2.0.0	120105	Learning Skills Programmes	1201	General Education Programmes	12	Mixed Field Programmes	Mixed Field Programmes/General Education Programmes/Learning Skills Programmes
2.0.0	120199	General Education Programmes not elsewhere classified	1201	General Education Programmes	12	Mixed Field Programmes	Mixed Field Programmes/General Education Programmes/General Education Programmes not elsewhere classified
2.0.0	120300	Social Skills Programmes not further defined	1203	Social Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Social Skills Programmes/Social Skills Programmes not further defined
2.0.0	120301	Social and Interpersonal Skills Programmes	1203	Social Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Social Skills Programmes/Social and Interpersonal Skills Programmes
2.0.0	120303	Life Skills	1203	Social Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Social Skills Programmes/Life Skills
2.0.0	120304	Family/Whānau Education	1203	Social Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Social Skills Programmes/Family/Whānau Education
2.0.0	120399	Social Skills Programmes not elsewhere classified	1203	Social Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Social Skills Programmes/Social Skills Programmes not elsewhere classified
2.0.0	120500	Employment Skills Programmes not further defined	1205	Employment Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Employment Skills Programmes/Employment Skills Programmes not further defined
2.0.0	120501	Career Development Programmes	1205	Employment Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Employment Skills Programmes/Career Development Programmes
2.0.0	120503	Job Search Skills Programmes	1205	Employment Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Employment Skills Programmes/Job Search Skills Programmes
2.0.0	120505	Work Practices Programmes	1205	Employment Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Employment Skills Programmes/Work Practices Programmes
2.0.0	120599	Employment Skills Programmes not elsewhere classified	1205	Employment Skills Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Employment Skills Programmes/Employment Skills Programmes not elsewhere classified
2.0.0	129900	Other Mixed Field Programmes not further defined	1299	Other Mixed Field Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Other Mixed Field Programmes/Other Mixed Field Programmes not further defined
2.0.0	129999	Mixed Field Programmes not elsewhere classified	1299	Other Mixed Field Programmes	12	Mixed Field Programmes	Mixed Field Programmes/Other Mixed Field Programmes/Mixed Field Programmes not elsewhere classified
2.0.0	444444	Don't Know	4444	Don't Know	44	Don't Know	Don't Know/Don't Know/Don't Know
2.0.0	555555	Refused to Answer	5555	Refused to Answer	55	Refused to Answer	Refused to Answer/Refused to Answer/Refused to Answer
2.0.0	777777	Response Unidentifiable	7777	Response Unidentifiable	77	Response Unidentifiable	Response Unidentifiable/Response Unidentifiable/Response Unidentifiable
2.0.0	888888	Response Outside Scope	8888	Response Outside Scope	88	Response Outside Scope	Response Outside Scope/Response Outside Scope/Response Outside Scope
2.0.0	999999	Not Stated	9999	Not Stated	99	Not Stated	Not Stated/Not Stated/Not Stated
