Version	Code	Description	Appropriation	AppropriationPeriod	Vote	Scope	EstimateType	StartYear	EndYear	Amount
1.0	00010826-2015-E	Research and Development Growth Grants Business, Science and Innovation, 2015	Research and Development Growth Grants	A	Business, Science and Innovation	This appropriation is limited to co-funding for private businesses to invest in a multi-year programme of research and development.	E	2015	2016	157600000
1.0	00010755-2015-E	Research and Development Services and Facilities for Business and Industry Business, Science and Innovation, 2015	Research and Development Services and Facilities for Business and Industry	A	Business, Science and Innovation	This appropriation is limited to providing research and technical expertise and facilities to business and industry.	E	2015	2016	19523000
1.0	00006083-2015-E	Research Contract Management Business, Science and Innovation, 2015	Research Contract Management	A	Business, Science and Innovation	This appropriation is limited to selection of research, science and technology-related organisations and individuals for either the provision of research, science and technology outputs, or the award of grants; and negotiate, manage and monitor appropriate contracts with those organisations or individuals.	E	2015	2016	6227000
1.0	00009401-2015-E	Royal Society of New Zealand Business, Science and Innovation, 2015	Royal Society of New Zealand	A	Business, Science and Innovation	This appropriation is limited to an annual grant to the Royal Society of New Zealand to contribute towards the Society’s aims and functions under the Royal Society of New Zealand Act 1997 to promote and advance science and technology.	E	2015	2016	500000
1.0	00009653-2015-E	Science Collections and Infrastructure Business, Science and Innovation, 2015	Science Collections and Infrastructure	A	Business, Science and Innovation	This appropriation is limited to grants to contribute to the maintenance and retention of databases, collections and significant infrastructure dedicated to research purposes.	E	2015	2016	7898000
1.0	00011438-2015-E	Square Kilometre Array Business, Science and Innovation, 2015	Square Kilometre Array	A	Business, Science and Innovation	This appropriation is limited to supporting New Zealand's engagement on the Square Kilometre Array project in collaboration with Australia.	E	2015	2016	778000
1.0	00010827-2015-E	Targeted Business Research and Development Funding Business, Science and Innovation, 2015	Targeted Business Research and Development Funding	A	Business, Science and Innovation	This appropriation is limited to co-funding for private businesses to undertake research and development projects and for funding students to work in research and development active businesses.	E	2015	2016	45650000
1.0	00009651-2015-E	Vision Mātauranga Capability Fund Business, Science and Innovation, 2015	Vision Mātauranga Capability Fund	A	Business, Science and Innovation	This appropriation is limited to the development of skilled people and organisations undertaking research that supports the four themes of Vision Matauranga; indigenous innovation, environmental sustainability, health and social well being, and exploring indigenous knowledge.	E	2015	2016	6567000
1.0	00010564-2015-E	Climate Change Research Primary Industries and Food Safety, 2015	Climate Change Research	A	Primary Industries and Food Safety	This appropriation is limited to obtaining science, research, technology, capacity and capability in climate change related to the primary land-based sectors.	E	2015	2016	2384000
1.0	00011620-2015-E	Grants and Programmes: Adverse Climatic Events Primary Industries and Food Safety, 2015	Grants and Programmes: Adverse Climatic Events	A	Primary Industries and Food Safety	This category is limited to providing recovery assistance to the primary sector in the aftermath of adverse climatic events and assistance to rural support trusts.	E	2015	2016	526000
1.0	00011621-2015-E	Grants and Programmes: Hill Country Erosion Fund Primary Industries and Food Safety, 2015	Grants and Programmes: Hill Country Erosion Fund	A	Primary Industries and Food Safety	This category is limited to projects that protect erosion-prone hill country.	E	2015	2016	2200000
1.0	00011622-2015-E	Grants and Programmes: Sustainable Farming Fund Primary Industries and Food Safety, 2015	Grants and Programmes: Sustainable Farming Fund	A	Primary Industries and Food Safety	This category is limited to community driven programmes aimed at improving economic and environmental performance in farming.	E	2015	2016	8311000
1.0	00010581-2015-E	Primary Growth Partnership Primary Industries and Food Safety, 2015	Primary Growth Partnership	A	Primary Industries and Food Safety	This appropriation is limited to primary, food and forestry sector investment in education and skills development, research and development, product development, commercialisation, market development and technology transfer, in partnership with relevant industry groups, including research related to greenhouse gases via the New Zealand Agricultural Greenhouse Gas Research Centre.	E	2015	2016	69877000
1.0	00010105-2015-E	Centres of Research Excellence Tertiary Education, 2015	Centres of Research Excellence	A	Tertiary Education	This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.	E	2015	2016	50705000
1.0	00010111-2015-E	Performance-Based Research Fund Tertiary Education, 2015	Performance-Based Research Fund	A	Tertiary Education	This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations.	E	2015	2016	293750000
1.0	00010609-2015-E	Crash Analysis Transport, 2015	Crash Analysis	A	Transport	This appropriation is limited to operating the Crash Analysis System and performing associated crash analysis and research activities.	E	2015	2016	775000
1.0	00010660-2016-E	Callaghan Innovation Business, Science and Innovation, 2016	Callaghan Innovation	A	Business, Science and Innovation	This appropriation is limited to capital expenditure to support the development of Callaghan Innovation’s strategic infrastructure.	E	2016	2017	8000000
1.0	00011827-2016-E	Callaghan Innovation - Operations: Building Business Innovation Business, Science and Innovation, 2016	Callaghan Innovation - Operations: Building Business Innovation	A	Business, Science and Innovation	This category is limited to activities that raise awareness about and increase business investment in Research and Development.	E	2016	2017	32378000
1.0	00011826-2016-E	Callaghan Innovation - Operations: Business Research and Development Contract Management Business, Science and Innovation, 2016	Callaghan Innovation - Operations: Business Research and Development Contract Management	A	Business, Science and Innovation	This category is limited to selection of businesses or individuals for either the provision of Research Science and Technology output, or the award of grants, and to negotiate, manage and monitor appropriate contracts with these businesses or individuals.	E	2016	2017	7750000
1.0	00011828-2016-E	Callaghan Innovation - Operations: Research and Development Services and Facilities for Business and Industry Business, Science and Innovation, 2016	Callaghan Innovation - Operations: Research and Development Services and Facilities for Business and Industry	A	Business, Science and Innovation	This category is limited to providing research and technical expertise and facilities to business and industry.	E	2016	2017	19523000
1.0	00009652-2016-E	Catalyst Fund Business, Science and Innovation, 2016	Catalyst Fund	A	Business, Science and Innovation	This appropriation is limited to grants to support international science partnerships.	E	2016	2017	12675000
1.0	00011820-2016-E	Contestable Research Fund Business, Science and Innovation, 2016	Contestable Research Fund	A	Business, Science and Innovation	This appropriation is limited to research, science or technology, and related activities that have the potential for excellence and long-term impact for New Zealand’s economy, society or environment.	E	2016	2017	183230000
1.0	00011859-2016-E	Contract Management: Research Contract Management Business, Science and Innovation, 2016	Contract Management: Research Contract Management	A	Business, Science and Innovation	This category is limited to the selection of organisations and/or individuals to either provide research, science and technology related outputs, or manage and award research, science and technology grants; and to negotiate, manage and monitor appropriate contracts related to those outputs or awards.	E	2016	2017	6227000
1.0	00011824-2016-E	Health Research Fund Business, Science and Innovation, 2016	Health Research Fund	A	Business, Science and Innovation	This appropriation is limited to research and research applications with the primary purpose of improving the health and well-being of New Zealanders.	E	2016	2017	87175000
1.0	00000098-2016-E	International Energy Agency Contribution Business, Science and Innovation, 2016	International Energy Agency Contribution	A	Business, Science and Innovation	This appropriation is limited to the payment of contributions towards the cost of energy-related research undertaken by the International Energy Agency.	E	2016	2017	150000
1.0	00011466-2016-E	Māori Innovation Fund Business, Science and Innovation, 2016	Māori Innovation Fund	A	Business, Science and Innovation	This appropriation is limited to a contestable Fund to invest in initiatives that contribute to the achievement of the economic goals and priorities in He Kai Kei Aku Ringa and the Business Growth Agenda.	E	2016	2017	4536000
1.0	00000748-2016-E	Marsden Fund Business, Science and Innovation, 2016	Marsden Fund	A	Business, Science and Innovation	This appropriation is limited to excellent investigator-led research.	E	2016	2017	57755000
1.0	00000745-2016-E	National Measurement Standards Business, Science and Innovation, 2016	National Measurement Standards	A	Business, Science and Innovation	This appropriation is limited to providing specified standards to satisfy the needs for traceable physical measurement in New Zealand.	E	2016	2017	5764000
1.0	00011823-2016-E	Partnered Research Fund Business, Science and Innovation, 2016	Partnered Research Fund	A	Business, Science and Innovation	This appropriation is limited to the co-funding of research commissioned by end-users, and the application of research by end-users.	E	2016	2017	37162000
1.0	00010825-2016-E	Repayable Grants for Start-Ups Business, Science and Innovation, 2016	Repayable Grants for Start-Ups	A	Business, Science and Innovation	This appropriation is limited to funding for early stage businesses and development of business incubators and accelerators.	E	2016	2017	13996000
1.0	00010826-2016-E	Research and Development Growth Grants Business, Science and Innovation, 2016	Research and Development Growth Grants	A	Business, Science and Innovation	This appropriation is limited to co-funding for private businesses to invest in a multi-year programme of research and development.	E	2016	2017	144200000
1.0	00011815-2016-E	Strategic Investment Fund: Strategic Investment Fund - Infrastructure Business, Science and Innovation, 2016	Strategic Investment Fund: Strategic Investment Fund - Infrastructure	A	Business, Science and Innovation	This category is limited to funding that provides access to research technology, facilities, infrastructure, collections and databases, and associated support services.	E	2016	2017	35418000
1.0	00011814-2016-E	Strategic Investment Fund: Strategic Investment Fund - Programmes Business, Science and Innovation, 2016	Strategic Investment Fund: Strategic Investment Fund - Programmes	A	Business, Science and Innovation	This category is limited to funding for research organisations to undertake longer-term programmes of mission-led research.	E	2016	2017	215570000
1.0	00011811-2016-E	Talent and Science Promotion: Fellowships for Excellence Business, Science and Innovation, 2016	Talent and Science Promotion: Fellowships for Excellence	A	Business, Science and Innovation	This category is limited to encouraging the career development of the country's talented early and mid-career researchers.	E	2016	2017	11570000
1.0	00011812-2016-E	Talent and Science Promotion: Royal Society of New Zealand Business, Science and Innovation, 2016	Talent and Science Promotion: Royal Society of New Zealand	A	Business, Science and Innovation	This category is limited to an annual grant to the Royal Society of New Zealand to contribute towards the Society's aims and functions under the Royal Society of New Zealand Act 1997 to promote and advance science and technology.	E	2016	2017	500000
1.0	00011809-2016-E	Talent and Science Promotion: Science in Society Business, Science and Innovation, 2016	Talent and Science Promotion: Science in Society	A	Business, Science and Innovation	This category is limited to approaches that enhance and enable better engagement of New Zealanders with science and technology.	E	2016	2017	8849000
1.0	00011810-2016-E	Talent and Science Promotion: Vision Mātauranga Capability Fund Business, Science and Innovation, 2016	Talent and Science Promotion: Vision Mātauranga Capability Fund	A	Business, Science and Innovation	This category is limited to the development of skilled people and organisations undertaking research that supports the four themes of Vision Matauranga; indigenous innovation, environmental sustainability, health and social well- being, and exploring indigenous knowledge.	E	2016	2017	5967000
1.0	00010827-2016-E	Targeted Business Research and Development Funding Business, Science and Innovation, 2016	Targeted Business Research and Development Funding	A	Business, Science and Innovation	This appropriation is limited to co-funding for private businesses to undertake research and development projects and for funding students to work in research and development active businesses.	E	2016	2017	40000000
1.0	00010564-2016-E	Climate Change Research Primary Industries and Food Safety, 2016	Climate Change Research	A	Primary Industries and Food Safety	This appropriation is limited to obtaining science, research, technology, capacity and capability in climate change related to the primary land-based sectors.	E	2016	2017	1720000
1.0	00011620-2016-E	Grants and Programmes: Adverse Climatic Events Primary Industries and Food Safety, 2016	Grants and Programmes: Adverse Climatic Events	A	Primary Industries and Food Safety	This category is limited to providing recovery assistance to the primary sector in the aftermath of adverse climatic events and assistance to rural support trusts.	E	2016	2017	526000
1.0	00011621-2016-E	Grants and Programmes: Hill Country Erosion Fund Primary Industries and Food Safety, 2016	Grants and Programmes: Hill Country Erosion Fund	A	Primary Industries and Food Safety	This category is limited to projects that protect erosion-prone hill country.	E	2016	2017	2200000
1.0	00011622-2016-E	Grants and Programmes: Sustainable Farming Fund Primary Industries and Food Safety, 2016	Grants and Programmes: Sustainable Farming Fund	A	Primary Industries and Food Safety	This category is limited to community driven programmes aimed at improving economic and environmental performance in farming.	E	2016	2017	9000000
1.0	00010581-2016-E	Primary Growth Partnership Primary Industries and Food Safety, 2016	Primary Growth Partnership	A	Primary Industries and Food Safety	This appropriation is limited to primary, food and forestry sector investment in education and skills development, research and development, product development, commercialisation, market development and technology transfer, in partnership with relevant industry groups, including research related to greenhouse gases via the New Zealand Agricultural Greenhouse Gas Research Centre.	E	2016	2017	76863000
1.0	00010105-2016-E	Centres of Research Excellence Tertiary Education, 2016	Centres of Research Excellence	A	Tertiary Education	This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.	E	2016	2017	49800000
1.0	00010111-2016-E	Tertiary Education Research and Research-Based Teaching Tertiary Education, 2016	Tertiary Education Research and Research-Based Teaching	A	Tertiary Education	This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations and supporting Wananga research capability.	E	2016	2017	301500000
1.0	00010609-2016-E	Crash Analysis Transport, 2016	Crash Analysis	A	Transport	This appropriation is limited to operating the Crash Analysis System and performing associated crash analysis and research activities.	E	2016	2017	775000
1.0	00010660-2017-E	Callaghan Innovation Business, Science and Innovation, 2017	Callaghan Innovation	A	Business, Science and Innovation	This appropriation is limited to capital expenditure to support the development of Callaghan Innovation’s strategic infrastructure.	E	2017	2018	18000000
1.0	00011827-2017-E	Callaghan Innovation - Operations: Building Business Innovation Business, Science and Innovation, 2017	Callaghan Innovation - Operations: Building Business Innovation	A	Business, Science and Innovation	This category is limited to activities that raise awareness about and increase business investment in Research and Development.	E	2017	2018	32378000
1.0	00011826-2017-E	Callaghan Innovation - Operations: Business Research and Development Contract Management Business, Science and Innovation, 2017	Callaghan Innovation - Operations: Business Research and Development Contract Management	A	Business, Science and Innovation	This category is limited to selection of businesses or individuals for either the provision of Research Science and Technology output, or the award of grants, and to negotiate, manage and monitor appropriate contracts with these businesses or individuals.	E	2017	2018	7750000
1.0	00011828-2017-E	Callaghan Innovation - Operations: Research and Development Services and Facilities for Business and Industry Business, Science and Innovation, 2017	Callaghan Innovation - Operations: Research and Development Services and Facilities for Business and Industry	A	Business, Science and Innovation	This category is limited to providing research and technical expertise and facilities to business and industry.	E	2017	2018	19523000
1.0	00009652-2017-E	Catalyst Fund Business, Science and Innovation, 2017	Catalyst Fund	A	Business, Science and Innovation	This appropriation is limited to grants to support international science partnerships.	E	2017	2018	13351000
1.0	00011820-2017-E	Contestable Research Fund Business, Science and Innovation, 2017	Contestable Research Fund	A	Business, Science and Innovation	This appropriation is limited to research, science or technology, and related activities that have the potential for excellence and long-term impact for New Zealand’s economy, society or environment.	E	2017	2018	196265000
1.0	00011859-2017-E	Contract Management: Research Contract Management Business, Science and Innovation, 2017	Contract Management: Research Contract Management	A	Business, Science and Innovation	This category is limited to the selection of organisations and/or individuals to either provide research, science and technology related outputs, or manage and award research, science and technology grants; and to negotiate, manage and monitor appropriate contracts related to those outputs or awards.	E	2017	2018	8966000
1.0	00011824-2017-E	Health Research Fund Business, Science and Innovation, 2017	Health Research Fund	A	Business, Science and Innovation	This appropriation is limited to research and research applications with the primary purpose of improving the health and well-being of New Zealanders.	E	2017	2018	92986000
1.0	00000098-2017-E	International Energy Agency Contribution Business, Science and Innovation, 2017	International Energy Agency Contribution	A	Business, Science and Innovation	This appropriation is limited to the payment of contributions towards the cost of energy-related research undertaken by the International Energy Agency.	E	2017	2018	150000
1.0	00000748-2017-E	Marsden Fund Business, Science and Innovation, 2017	Marsden Fund	A	Business, Science and Innovation	This appropriation is limited to excellent investigator-led research.	E	2017	2018	63755000
1.0	00000745-2017-E	National Measurement Standards Business, Science and Innovation, 2017	National Measurement Standards	A	Business, Science and Innovation	This appropriation is limited to providing specified standards to satisfy the needs for traceable physical measurement in New Zealand.	E	2017	2018	5764000
1.0	00011823-2017-E	Partnered Research Fund Business, Science and Innovation, 2017	Partnered Research Fund	A	Business, Science and Innovation	This appropriation is limited to the co-funding of research commissioned by end-users, and the application of research by end-users.	E	2017	2018	37161000
1.0	00011929-2017-E	Regional Research Institutes Business, Science and Innovation, 2017	Regional Research Institutes	A	Business, Science and Innovation	This appropriation is limited to expenses incurred in establishing and contributing to the operation of Regional Research Institutes.	E	2017	2018	23584000
1.0	00012051-2017-E	Repayable Grants for Start-Ups Business, Science and Innovation, 2017	Repayable Grants for Start-Ups	A	Business, Science and Innovation	This appropriation is limited to funding the development and growth of new technology focussed business start-ups.	E	2017	2018	13996000
1.0	00012052-2017-E	Research and Development Growth Grants Business, Science and Innovation, 2017	Research and Development Growth Grants	A	Business, Science and Innovation	This appropriation is limited to co-funding for private businesses to invest in a multi-year programme of research and development.	E	2017	2018	153902000
1.0	00011815-2017-E	Strategic Science Investment Fund: Strategic Science Investment Fund - Infrastructure Business, Science and Innovation, 2017	Strategic Science Investment Fund: Strategic Science Investment Fund - Infrastructure	A	Business, Science and Innovation	This category is limited to funding that provides access to research technology, facilities, infrastructure, collections and databases, and associated support services.	E	2017	2018	62261000
1.0	00011814-2017-E	Strategic Science Investment Fund: Strategic Science Investment Fund - Programmes Business, Science and Innovation, 2017	Strategic Science Investment Fund: Strategic Science Investment Fund - Programmes	A	Business, Science and Innovation	This category is limited to funding for research organisations to undertake longer-term programmes of mission-led research.	E	2017	2018	198724000
1.0	00011811-2017-E	Talent and Science Promotion: Fellowships for Excellence Business, Science and Innovation, 2017	Talent and Science Promotion: Fellowships for Excellence	A	Business, Science and Innovation	This category is limited to encouraging the career development of the country's talented early and mid-career researchers.	E	2017	2018	11570000
1.0	00011812-2017-E	Talent and Science Promotion: Royal Society of New Zealand Business, Science and Innovation, 2017	Talent and Science Promotion: Royal Society of New Zealand	A	Business, Science and Innovation	This category is limited to an annual grant to the Royal Society of New Zealand to contribute towards the Society's aims and functions under the Royal Society of New Zealand Act 1997 to promote and advance science and technology.	E	2017	2018	500000
1.0	00011809-2017-E	Talent and Science Promotion: Science in Society Business, Science and Innovation, 2017	Talent and Science Promotion: Science in Society	A	Business, Science and Innovation	This category is limited to approaches that enhance and enable better engagement of New Zealanders with science and technology.	E	2017	2018	8849000
1.0	00011810-2017-E	Talent and Science Promotion: Vision Mātauranga Capability Fund Business, Science and Innovation, 2017	Talent and Science Promotion: Vision Mātauranga Capability Fund	A	Business, Science and Innovation	This category is limited to the development of skilled people and organisations undertaking research that supports the four themes of Vision Matauranga; indigenous innovation, environmental sustainability, health and social well- being, and exploring indigenous knowledge.	E	2017	2018	5967000
1.0	00012053-2017-E	Targeted Business Research and Development Funding Business, Science and Innovation, 2017	Targeted Business Research and Development Funding	A	Business, Science and Innovation	This appropriation is limited to co-funding for private businesses to undertake research and development projects and for funding students to work in research and development active businesses.	E	2017	2018	37500000
1.0	00010564-2017-E	Climate Change Research Primary Industries and Food Safety, 2017	Climate Change Research	A	Primary Industries and Food Safety	This appropriation is limited to obtaining science, research, technology, capacity and capability in climate change related to the primary land-based sectors.	E	2017	2018	3105000
1.0	00011620-2017-E	Grants and Programmes: Adverse Climatic Events Primary Industries and Food Safety, 2017	Grants and Programmes: Adverse Climatic Events	A	Primary Industries and Food Safety	This category is limited to providing recovery assistance to the primary sector in the aftermath of adverse climatic events and assistance to rural support trusts.	E	2017	2018	526000
1.0	00011963-2017-E	Grants and Programmes: Adverse Earthquake Events Primary Industries and Food Safety, 2017	Grants and Programmes: Adverse Earthquake Events	A	Primary Industries and Food Safety	This category is limited to providing recovery support and assistance to the primary sector and rural support trusts in the aftermath of adverse earthquake events.	E	2017	2018	200000
1.0	00011621-2017-E	Grants and Programmes: Hill Country Erosion Fund Primary Industries and Food Safety, 2017	Grants and Programmes: Hill Country Erosion Fund	A	Primary Industries and Food Safety	This category is limited to projects that protect erosion-prone hill country.	E	2017	2018	2200000
1.0	00011622-2017-E	Grants and Programmes: Sustainable Farming Fund Primary Industries and Food Safety, 2017	Grants and Programmes: Sustainable Farming Fund	A	Primary Industries and Food Safety	This category is limited to community driven programmes aimed at improving economic and environmental performance in farming.	E	2017	2018	9865000
1.0	00012028-2017-E	Primary Growth Partnership Primary Industries and Food Safety, 2017	Primary Growth Partnership	A	Primary Industries and Food Safety	This appropriation is limited to primary, food and forestry sector investment in education and skills development, research and development, product development, commercialisation, market development and technology transfer, in partnership with relevant industry groups, including research related to greenhouse gases via the New Zealand Agricultural Greenhouse Gas Research Centre.	E	2017	2018	50300000
1.0	00010105-2017-E	Centres of Research Excellence Tertiary Education, 2017	Centres of Research Excellence	A	Tertiary Education	This appropriation is limited to the purchase of cooperative and collaborative tertiary research in areas of research strength in the tertiary education sector through the contestable Centres of Research Excellence Fund.	E	2017	2018	49800000
1.0	00010111-2017-E	Tertiary Education Research and Research-Based Teaching Tertiary Education, 2017	Tertiary Education Research and Research-Based Teaching	A	Tertiary Education	This appropriation is limited to funding research and research-based teaching on the basis of measured research quality in tertiary education organisations and supporting Wananga research capability.	E	2017	2018	309000000
1.0	00010609-2017-E	Crash Analysis Transport, 2017	Crash Analysis	A	Transport	This appropriation is limited to operating the Crash Analysis System and performing associated crash analysis and research activities.	E	2017	2018	775000
1.0	00011912-2018-E	Food Safety: Protecting Consumers: Food Safety Science and Research Agriculture, Biosecurity, Fisheries and Food Safety, 2018	Food Safety: Protecting Consumers: Food Safety Science and Research	A	Agriculture, Biosecurity, Fisheries and Food Safety	This category is limited to the promotion, coordination and delivery of food safety science and research.	E	2018	2019	700000
1.0	00011612-2018-E	Food Safety: Protecting Consumers: Food Safety: Joint Food Standards Setting Treaty Agriculture, Biosecurity, Fisheries and Food Safety, 2018	Food Safety: Protecting Consumers: Food Safety: Joint Food Standards Setting Treaty	A	Agriculture, Biosecurity, Fisheries and Food Safety	This category is limited to the development of joint food standards, codes of practice, and guidance material for Australia and New Zealand by Food Standards Australia New Zealand in accordance with the Joint Food Standards Setting Treaty.	E	2018	2019	2100000
1.0	00012028-2018-E	Primary Growth Partnership Agriculture, Biosecurity, Fisheries and Food Safety, 2018	Primary Growth Partnership	A	Agriculture, Biosecurity, Fisheries and Food Safety	This appropriation is limited to primary, food and forestry sector investment in education and skills development, research and development, product development, commercialisation, market development and technology transfer, in partnership with relevant industry groups, including research related to greenhouse gases via the New Zealand Agricultural Greenhouse Gas Research Centre.	E	2018	2019	35850000
1.0	00012261-2018-E	Programmes Supporting Sustainability: Adverse Climatic Events Agriculture, Biosecurity, Fisheries and Food Safety, 2018	Programmes Supporting Sustainability: Adverse Climatic Events	A	Agriculture, Biosecurity, Fisheries and Food Safety	This category is limited to providing recovery assistance to the primary sector in the aftermath of adverse climatic events and assistance to rural support trusts.	E	2018	2019	526000
1.0	00012263-2018-E	Programmes Supporting Sustainability: Climate Change Research Agriculture, Biosecurity, Fisheries and Food Safety, 2018	Programmes Supporting Sustainability: Climate Change Research	A	Agriculture, Biosecurity, Fisheries and Food Safety	This appropriation is limited to obtaining science, research, technology, capacity and capability in climate change related to the primary land-based sectors.	E	2018	2019	2304000
1.0	00012264-2018-E	Programmes Supporting Sustainability: Sustainable Farming Fund Agriculture, Biosecurity, Fisheries and Food Safety, 2018	Programmes Supporting Sustainability: Sustainable Farming Fund	A	Agriculture, Biosecurity, Fisheries and Food Safety	This category is limited to community driven programmes aimed at improving economic and environmental performance in farming.	E	2018	2019	12786000
1.0	00010660-2018-E	Callaghan Innovation Business, Science and Innovation, 2018	Callaghan Innovation	A	Business, Science and Innovation	This appropriation is limited to capital expenditure to support the development of Callaghan Innovation’s strategic infrastructure.	E	2018	2019	21152000
1.0	00011827-2018-E	Callaghan Innovation - Operations: Building Business Innovation Business, Science and Innovation, 2018	Callaghan Innovation - Operations: Building Business Innovation	A	Business, Science and Innovation	This category is limited to activities that raise awareness about and increase business investment in Research and Development.	E	2018	2019	32378000
1.0	00011826-2018-E	Callaghan Innovation - Operations: Business Research and Development Contract Management Business, Science and Innovation, 2018	Callaghan Innovation - Operations: Business Research and Development Contract Management	A	Business, Science and Innovation	This category is limited to selection of businesses or individuals for either the provision of Research Science and Technology output, or the award of grants, and to negotiate, manage and monitor appropriate contracts with these businesses or individuals.	E	2018	2019	7750000
1.0	00011828-2018-E	Callaghan Innovation - Operations: Research and Development Services and Facilities for Business and Industry Business, Science and Innovation, 2018	Callaghan Innovation - Operations: Research and Development Services and Facilities for Business and Industry	A	Business, Science and Innovation	This category is limited to providing research and technical expertise and facilities to business and industry.	E	2018	2019	19523000
1.0	00009652-2018-E	Catalyst Fund Business, Science and Innovation, 2018	Catalyst Fund	A	Business, Science and Innovation	This appropriation is limited to grants to support international science partnerships.	E	2018	2019	8251000
1.0	00011859-2018-E	Contract Management: Research Contract Management Business, Science and Innovation, 2018	Contract Management: Research Contract Management	A	Business, Science and Innovation	This category is limited to the selection of organisations and/or individuals to either provide research, science and technology related outputs, or manage and award research, science and technology grants; and to negotiate, manage and monitor appropriate contracts related to those outputs or awards.	E	2018	2019	10521000
1.0	00011820-2018-E	Endeavour Fund Business, Science and Innovation, 2018	Endeavour Fund	A	Business, Science and Innovation	This appropriation is limited to research, science or technology, and related activities that have the potential for excellence and long-term impact for New Zealand’s economy, society or environment.	E	2018	2019	216363000
1.0	00011824-2018-E	Health Research Fund Business, Science and Innovation, 2018	Health Research Fund	A	Business, Science and Innovation	This appropriation is limited to research and research applications with the primary purpose of improving the health and well-being of New Zealanders.	E	2018	2019	100641000
1.0	00000098-2018-E	International Energy Agency Contribution Business, Science and Innovation, 2018	International Energy Agency Contribution	A	Business, Science and Innovation	This appropriation is limited to contributions towards the cost of energy-related research undertaken by the International Energy Agency.	E	2018	2019	150000
1.0	00000748-2018-E	Marsden Fund Business, Science and Innovation, 2018	Marsden Fund	A	Business, Science and Innovation	This appropriation is limited to excellent investigator-led research.	E	2018	2019	70545000
1.0	00000745-2018-E	National Measurement Standards Business, Science and Innovation, 2018	National Measurement Standards	A	Business, Science and Innovation	This appropriation is limited to providing specified standards to satisfy the needs for traceable physical measurement in New Zealand.	E	2018	2019	7069000
1.0	00010659-2018-E	National Science Challenges Business, Science and Innovation, 2018	National Science Challenges	A	Business, Science and Innovation	This appropriation is limited to research and research applications to find innovative solutions to fundamental issues New Zealand faces in its future development.	E	2018	2019	73466000
1.0	00011823-2018-E	Partnered Research Fund Business, Science and Innovation, 2018	Partnered Research Fund	A	Business, Science and Innovation	This appropriation is limited to the co-funding of research commissioned by users, and the application of research by users.	E	2018	2019	37771000
1.0	00011929-2018-E	Regional Research Institutes Business, Science and Innovation, 2018	Regional Research Institutes	A	Business, Science and Innovation	This appropriation is limited to the establishment of and contribution to the operation of Regional Research Institutes.	E	2018	2019	20000000
1.0	00012051-2018-E	Repayable Grants for Start-Ups Business, Science and Innovation, 2018	Repayable Grants for Start-Ups	A	Business, Science and Innovation	This appropriation is limited to funding the development and growth of new technology focussed business start-ups.	E	2018	2019	13996000
1.0	00012052-2018-E	Research and Development Growth Grants Business, Science and Innovation, 2018	Research and Development Growth Grants	A	Business, Science and Innovation	This appropriation is limited to co-funding for private businesses to invest in a multi-year programme of research and development.	E	2018	2019	166353000
1.0	00011815-2018-E	Strategic Science Investment Fund: Strategic Science Investment Fund - Infrastructure Business, Science and Innovation, 2018	Strategic Science Investment Fund: Strategic Science Investment Fund - Infrastructure	A	Business, Science and Innovation	This category is limited to funding that provides access to research technology, facilities, infrastructure, collections and databases, and associated support services.	E	2018	2019	65709000
1.0	00011814-2018-E	Strategic Science Investment Fund: Strategic Science Investment Fund - Programmes Business, Science and Innovation, 2018	Strategic Science Investment Fund: Strategic Science Investment Fund - Programmes	A	Business, Science and Innovation	This category is limited to funding for research organisations to undertake longer-term programmes of mission-led research.	E	2018	2019	205554000
1.0	00011811-2018-E	Talent and Science Promotion: Fellowships for Excellence Business, Science and Innovation, 2018	Talent and Science Promotion: Fellowships for Excellence	A	Business, Science and Innovation	This category is limited to encouraging the career development of the country's talented early and mid-career researchers.	E	2018	2019	12570000
1.0	00011812-2018-E	Talent and Science Promotion: Royal Society of New Zealand Business, Science and Innovation, 2018	Talent and Science Promotion: Royal Society of New Zealand	A	Business, Science and Innovation	This category is limited to an annual grant to the Royal Society of New Zealand to contribute towards the Society's aims and functions under the Royal Society of New Zealand Act 1997 to promote and advance science and technology.	E	2018	2019	500000
1.0	00011809-2018-E	Talent and Science Promotion: Science in Society Business, Science and Innovation, 2018	Talent and Science Promotion: Science in Society	A	Business, Science and Innovation	This category is limited to approaches that enhance and enable better engagement of New Zealanders with science and technology.	E	2018	2019	8849000
